"HITID","name","intro","gender","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3HJ1EVZS2OYE872TH63MKB4HO03R38","宫廷营养师","失恋而已，用不着丧命吧？！  借尸还魂她也不介意了，可好歹也给她一个熟悉的世界吧？  前世28岁，现世14岁。  前世在现代，现世在……挠头，摊手，听都没听过的朝代。  前世是精明强干的营养师。  现世却成了卑微的小宫女。  老天！干嘛这样玩她！？她才不要一辈子青春都耗费在深宫里！  好吧，天不救，人自救，她跳槽跳定了！  ========================================================  虫迷超级群：26057799。（敲门砖：本书你最喜欢哪个角色）","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:01:23 UTC"
"3LOJFQ4BOXUQ3VRVKB01W84FKLYDKZ","嫁夫","前世的她在绝望中放弃。  上天又恩赐地打开了一扇窗——  ★★★重要公告:阔别两年半，灏漫携新笔名“玥光七七”回归大家怀抱！新文《魂嫁》已上架爆更，大家可起点搜索书名——娇花需要灌溉，欢迎新老朋友拎着水壶来摆龙门阵～～～","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:36:03 UTC"
"33BFF6QPI1QJG3JFG0DS7ACYGFIW3G","绝色赌妃","这年头，姐姐妹妹都穿了，好吧，那咱也穿了吧。  不懂历史，不懂政法，那咱就架空吧。  不会做菜，不会画画，只会打游戏，玩扑克，那咱就带两副扑克牌穿吧。  人家开酒店，开美容店，那咱就开个赌坊吧！  题名为异世赌馆，口号为：为普及扑克牌事业而奋斗终生！  迎宾用美女，端茶送水用美男，再做几个毛绒熊熊做吉祥物……  努力把赌场开进京城，开进皇宫，开遍全世界……  不过在这之前，得先想办法填饱自己的肚子。  罢了，小子，算你走运了，本姑娘决定先傍你了！  ———————————————————————  晚晚滴新书《帝宠》上传啦，书号是：1093833，桶子们有空移驾过去瞄下啦啦~~","female","A1X94LTZZQMHTP","男、女读者都可以","A2WGW5Y3ZFBDEC","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 22:02:58 UTC"
"31JUPBOORNJP66DMO31MPG3TYU78LS","仙界归来","仙界一代通天巨擘魂飞魄散，一缕魂魄回归到地球上原本的身体之中，唐修惊讶地发现仙界过去了一万年，地球上才过去了一年时间。  书友QQ群：19428617  欢迎兄弟姐妹们关注静夜寄思微信公众号：jyjs00，或者搜索“静夜寄思”关注静夜寄思的微信公众号，静夜会每周在上面更新仙界的番外，并且及时互动，还有不定时的红包雨哦^_^","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:52:02 UTC"
"37MQ8Z1JQEBYKQIWR1HB9XSML9J2YB","重生之贼行天下","孤寂的行者，  追逐阴影的脚步，  这是盗贼的赞歌。  带着一个一百八十级的大盗贼的记忆，回到了十年前，命运给聂言开了一个玩笑。  曾经错过的、被夺走的，都要重新拿回来。  然后搞一身神装，摧枯拉朽，见神杀神，势不可挡。","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:39:18 UTC"
"3SU800BH867YV00CJBAN2UKC5RLQUE","人道天堂","这是一个未来世界，梦想的起源地，科技的进步，使人类消灭了沉重的体力劳动，第一次由人类内部压迫中开始解放出来  黄金时代的来临，过去数百万年的业力却纠缠不息，消灭或者解脱，一切都在人类自己选择","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:37:58 UTC"
"3J9UN9O9J371TRKJQECUGMKJB7Q0JV","良婿","这是一场看不见硝烟的战争。  她在明，他在暗，  中间隔着血海深仇。  结发同枕，永结同心，  不过是一个重重编织的阴谋。  如何才能得到幸福？  知恩感恩却永不懦弱纵容！  总的说来，这是一个复仇和反复仇以及守护的故事。  ——*——*——*——  已有多本完结VIP，坑品有保证，请放心跳坑。普通群：100915606敲门砖：书中任一主角名,vip群：162077863，入群需验证粉丝值。","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:39:22 UTC"
"3P4C70TRMRW4ZLJ471DAHTKRMDJLGK","重生小保姆","如果上天再给你一次生的机会  你将如何选择  某女：  首先偶要拼命长个美女样儿  然后端个悠闲滴铁饭碗，金饭碗更好  最后勾搭哦不觅个温柔体贴成熟稳重......的年龄最好大个6—8岁的老公  最最后生个哦不生俩小猫咪般乖的小公主  ......  所以  在她通往幸福的大康生活的康庄小道上  神挡杀神佛挡杀佛，老爸挡着,杀鸡  老爸语：杀鸡能吓唬谁  某女：吓着谁是谁,爱咋咋地  感谢侠女凌小宁给本文制作的封面^_^  ******************************  小雨新文《鱿鱼公主翻身记》，欢迎来踩","female","A8TIL9U6YHG5","男、女读者都可以","A3GLMBZSG3VU4P","男性读者","No","no_agreement","2018-02-04 21:05:09 UTC"
"3MDWE879UHHD72AK2II6B92Z66BB9X","贵女如嫡","停电了，一醒来就是另外一个古色古香的世界了！  穿越了，变成侯府的平嫡女！  疼爱了，侯府的主人对于自己的在意和看重很真实！  家斗了，侯府的嫡妻和嫡女也不是什么好惹的角色！  嫁人了，我的婚事要自己参与，自己决定！  相公了，一生一世一双人是我最基本的要求，三妻四妾的花心男才不要！  某男：疼爱娘子是我一生的准则，所以家里的财产统统交工，一起来营造我们俩甜蜜的小窝吧！","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:30:03 UTC"
"3UQVX1UPFSW1NVMBJT62H5Y29W4028","很纯很暧昧前传","重生学生时代，校花同桌爱上我，美女总裁赖上我，恶魔公主缠上我，飞贼杀手追上我！美女老师找我谈心，邻家姐姐找我贴心，萝莉妹妹找我爱心！建立科技帝国，走向人生巅峰！","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:02:59 UTC"
"35XW21VSVGT7PQSV217R673UAODLS4","疯狂的硬盘","菜鸟那啼笑皆非的黑客之路。  本是电脑小白的胡一飞，无意间淘到块二手硬盘，从此走上了猥琐的黑客之路，想看胡哥如何网络潇洒，还请点开本文细读。  2010最爆笑的黑客小说，2010最残酷的黑客江湖。  敬告书友：切勿因本文而大量网淘硬盘，如遇歪货，后果自负！","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:35:28 UTC"
"35A1YQPVFEV4TNME52X6LG1AF0C5I9","紫川","两百年前的蓝河战场，光明帝国最后的军团在魔族的喧嚣声中崩溃，帝国最后的元帅和皇帝战死。混乱的西川大陆上没有了共同的君主，群雄并起而混战，武力是生存下去的唯一本钱，制霸天下，是一代代强者的梦想。  大陆东南，有一个两百多年的强大势力——紫川家族。他西击流风家，东挡魔族，南镇林家。为了强大的梦想，为了家族血统的薪火相传，无数紫川俊杰前仆后继，谱写了一曲的史诗般壮丽的历史。本文《紫川》，讲述的就是这么一个家族的百年悲歌传奇。","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:34:42 UTC"
"3L7SUC0TTU9RUZQ4TBPMWEC0F1KM0K","你好，少将大人","顾念之不知道怎么做，才能让那个铁血冷峻的少将大人爱上自己。  眉目森严的少将大人一本正经：“……来撩我啊，撩到就是你的。”  顾念之：“！！！”  ——*——*——*——*——  PS：第一次写带一点悬疑推理的现言军宠文，很是忐忑啊。希望亲们能多多鼓励，赶紧加入书架。谢谢大家！！！","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:02:53 UTC"
"3UUIU9GZC5KU212PZEWAZN3JQHRT5D","琴帝","九叠琴音震寰宇，谁敢闻言不识君？  七色魔法代等级，雄雄揭大幕。  琴之帝王，给这片大陆带来翻天覆地的改革。  伴随着旷古绝今的赤子琴心的出现，  一代琴魔法师，在碧空海之中悄然诞生。  这将是一个单纯的少年，逐渐成为琴中帝王的故事，  开创音乐魔法的先河，颠覆以往的设定，  赤橙黄绿青蓝紫，彩虹等级将成为所有武技和魔法衡量的标准。  原本仅仅是鸡肋一般的职业，  因为有他的出现，却成为了不朽的传说与传奇，  而其人则犹如一颗耀眼的新星一般让所有人都无法忽视他的光芒。  就算是龙，这种近乎无敌的生物，在琴之帝王面前，也无法抬起其高傲的头颅，因为在其面前是跟神一样的……  开创音乐魔法的先河，颠覆以往的设定，赤橙黄绿青蓝紫，彩虹等级将成为所有武技和魔法衡量的标准。龙，不再是无敌的生物，这将是一本高龙小说。  神音师，精神系魔法师的分支，龙崎努斯大陆上最高贵也是最鸡肋的职业。但是，它真的是那么一无是处么？  旷古绝今的赤子琴心，一代琴魔法师，在碧空海之中悄然诞生。这将是一个单纯的少年，逐渐成为琴中帝王的故事。但是，他真的只是琴中帝王么？","male","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:50:09 UTC"
"37NXA7GVSTLNHI9ZWWCWHUN19S7VLJ","全职业米虫","师兄说，修仙是个痛苦而漫长的过程……哎，你怎么三个月就结成金丹了！  答：因为我技能全精通，想怎么作弊就怎么作弊。  妖王说，吃掉你，采阴补阳，可以助吾妖力大增……哎，你干什么？你抓着吾干嘛？话说你怎么能抓到吾的！  答：因为我游戏里玩的就是妖族，采补这种事儿还是让我来吧！  魔王说，人类一旦拥有了至高无上的能力，必定变得贪婪丑陋……哎，我说你听见没有，平白拥有这么多神兽，号令天下都不成问题，你怎么能在这里睡大觉！  答：我的理想，是成为修真界最职业的米虫。  【请支持新书《星际画师》书号：2501367】","female","A2R2YZTSME1K3F","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:25:02 UTC"
"3MJ28H2Y1ENEP9XH3XAB5DXWR9B5O4","银狐","人的第一要求就是活着，第二要求还是活着，第三要求依旧是活着……在某些特定的环境下，活着就成了一种奢望。  在地狱中我们仰望天堂，把手伸出去，虽然不能触碰到天堂，却能让我们距离天堂更近一些。  在地狱里歌唱，在地狱里感恩，在地狱里相爱，在地狱里相杀，我们流着眼泪相互簇拥而后将匕首刺进对方的胸腹，不为别的，只是为了哪一丝丝若有若无的感恩。  大宋的世界是我的羁绊，也是我的天空，只有振翅飞翔的鸟儿才晓得天空的含义。  皇帝说——借我皇家广厦一角，与你母子安身。  铁心源说——滴水之恩我当涌泉相报，不过你不能要求，我给你什么样的报答，你接受就是了。  我可能比你们所有人都聪明，从某种意义上来说，我就是先知，我就是哲人，我就是神！","male","A1X94LTZZQMHTP","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:03:36 UTC"
"39O6Z4JLX2CIHCQOAFFKSOIOG1HVX5","玄天邪尊","九天神雷淬体，天地法则在身，阴阳涅盘称霸，玄天真经独尊！  神秘的石头，诡异的丹田，强悍无比的神功，让重生异世的他，获得常人难以企及的修炼天赋，一路高歌猛进！  且看他，如何踏上武道巅峰，成就一代邪尊，独领风骚！！！！","male","A8TIL9U6YHG5","女性读者","A1X94LTZZQMHTP","男、女读者都可以","No","no_agreement","2018-02-04 21:01:31 UTC"
"38F60IALAGWV7UGO28QYIS7S99GT0S","重生之炮灰九福晋","穿越到大清的木清雅觉得自己的人生就是一场悲剧。  爹不疼娘没有，哥哥讨厌后母刁难。好不容易一斗到底撒娇卖萌取得后宅胜利，眼见着就要拐个帅哥幸福生包子了。  啥，这时候你告诉我，姐只是个女配，男主已经心有所属！我去！  (已开新坑《贵女重生记》女强故事，欢迎收藏！)","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:05:57 UTC"
"3K1H3NEY7LEL19VCUKFMYGCMD4HDGW","重华","从来就没有人能在如此欺她负她之后，还得享太平，富贵安逸。  就算没了来生，我也要求一个今生今世的快意恩仇！  ……  “那之后呢？”他闲闲的问，“是不是就该回家吃饭了？一家子都在等着你呢，动作快点！”  桂仁新书《一品天下》已上架，坑品良好，欢迎围观。下面第一个直通车就是哦！O(∩_∩)O~","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:50:36 UTC"
"3QGHA0EA0JFOJYNSVTSYPTAA47VWB7","一品夫人成长记","大姐不就是给了本地一个当官的人家少爷做了通房丫头吗？娘就巴结成那样！  不就是个五品官吗？  馒头下定决心，  她要做一品夫人。  朋友弄了群88241299，欢迎大家来坐坐","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:42:06 UTC"
"39HYCOOPKO0LTJRY5NDHBLWJ9QTDM4","不朽凡人","在这里，拥有灵根才能修仙，所有凡根注定只是凡人。  莫无忌，只有凡根，一介凡人！","male","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:28:44 UTC"
"3WPCIUYH1ANP6EHIEKETXZRB3YPTDL","惊悚乐园","这是超越维度的游戏。  亦是追寻真理的竞逐。  未知的封印，鬼神的赌局……  数据的抗争，人类的救赎……  在那个连接着现实的虚拟世界——意识决定我们，意识选择我们，意识决定了我们的意识。  现在，丢掉你的恐惧。  丢掉你的私心杂念、疑问和拒信……解放你的思想。  欢迎来到，惊悚乐园。  《惊悚乐园》实体书现已上架ㄟ(▔,▔)ㄏ","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:19:35 UTC"
"3MGHRFQY2L4ROGFICEDXQ9Z7OBZ0YP","湘信有鬼","湖南是一个神奇的地方，这里有着神秘的本土文化，即使如科学昌明的今天，也有许多神秘的事情，无法用常理去揣度。","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:03:30 UTC"
"3O4VWC1GEWLXAJJG91UDIKIQEJA3JT","嫁时衣","不是说重生到古代总是有着与众不同的前卫思想和丰富的想象力创造力吗？古代的人不都是连烤肉和火锅都没吃过，听到“床前明月光”和“明月几时有”就痛哭流涕感动不已吗？美少年美青年美中年们不是应该哭着喊着扑上来求包养吗？  >_<~~都是骗人的……  重生了之后一样要起早贪黑的上学，一样要学这学那，一样有复杂的人际关系，一样要为将来嫁什么人而犯愁——  既来之，则安之吧。  她没有胡思乱想的功夫，她要认认真真的，给自己缝好一件嫁时衣。","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:03:22 UTC"
"37M4O367VJXQP6C5QHVYD98RW9W5MP","大豪门","一个忽然消失得无影无踪的修真领袖宗门，到底发生了什么？  一位精通相术医道风水占卜的修真天才，要如何振兴这个已经彻底没落的宗门？  这是一个曲折的故事。  相信会很好看！  馅饼完本老书《重生之衙内》，《官家》，《绝对权力》，诸君有兴，可以去瞧瞧。","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:00:37 UTC"
"3JMNNNO3B1JUVLNWC0ZNO076A1IW25","极恶皇后","（陕西师范大学出版社出版）  西晋权臣之女贾南风，在一个偶然的场合，遇到了她的梦中情人——齐王司马攸。就在她一心憧憬美好未来的时候，却被同父异母的姐姐横刀夺爱。  万般无奈之下，她咬牙嫁给了他的傻侄儿——太子司马衷，只为了还能再见到心爱的人。  嫁过去却发现，太子不仅不傻，还是一位俊美非凡的少年……  当这个女孩在宫中历尽磨难，终于辅佐她的夫君攀上了权力的最高峰时，她翻手为云，覆手为雨，把整个江山变成了她一个人的天下。  谁来力挽狂澜，扶大厦之将倾，拯救司马皇朝衰落的命运，是她曾经的爱人吗？  偶的另外两本书《砚压群芳》、《美人卷珠帘》，恳请支持！","female","A2NJTYYY37DNO","男、女读者都可以","A3GLMBZSG3VU4P","男、女读者都可以","Yes","男、女读者都可以","2018-02-04 21:02:12 UTC"
"3EAWOID6MTCAKMKD73QDJAVD6UX0VG","良缘到","一个懒散伪萝莉的惊险罗曼史  *  能过目不忘的唐芦儿即便回到古代，也生不出什么大野心和大智慧。  更没有家族可依，没有父母可靠，只凭着鸡肋的手艺，跟着彪悍的老妪，打打闹闹，相依为命。  只是生活不可能永远平静，意外总是突如其来。  原以为用不上的本领，忽然间成了保命符；原以为遇不上的人，戏剧性的发生了纠葛。  逃跑和追捕，欺骗与盗取，落难和保命……人生就像一盒巧克力，你永远不知道下一个会是什么口味。  .  *——*——*——*——*——*——*  已有完结文《名门喜事》《荣华归》，坑品有保证，欢迎来围观。","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:23:22 UTC"
"39WICJI5AT7NAYOKRNXZ6E6GXHMZ39","迷心记——出版名","白话版简介：  她以先朝贤妃为终级目标，熟读经礼孝义，以女诫为心中神典。力争成为天下女性典范！这是她一生最高梦想，谁也别拦着她。就算那人是皇帝，也照样不行。  混乱版简介：  如何能在岗位竞争如此激烈的后宫之中谋得一席之地，如何在漫长的宫妃职业生涯里平安度过直至光荣退休呢？又该如何应付复杂的人际关系，在不被波及的同时又能为自己谋福利？如何得到上司的欣赏？如何得到属下的拥护？当面对空降部队或者有后台的同事的时候，又该如何与之相处呢？  我是简介废柴，大家随便看看吧.  实体书更名为《宫》现已上市，请大家多多支持！  群号：49936817","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:50:25 UTC"
"3W0KKJIARROEM0V433PLAGQE9U28KP","世家名门","穿越成为最不受待见的京城贵女，老公不疼，婆婆不爱，爹死娘不在，还有小妾在旁边虎视眈眈，最没天理的是，因为是皇帝赐婚还不能和离！  不过没关系，我自有办法过好我的日子！  有完结文《重生之豪门媳妇》即将完结文《阿杏》，坑品有保证！","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:22:40 UTC"
"3KLL7H3EGDGLVMQ95BXYP2UUSBYVHC","大唐明月","这是一个最繁华的时代：鲜衣怒马、胡姬如花；  这是一个最冷酷的时代：骨肉相残、人命如芥；  重生在这个时代，库狄琉璃的目标是：没有蛀牙……的活到老死。在西市锦绣丛中挥挥笔，于曲水斗花会上采采风，溜到平康坊内听个小曲，混入慈恩寺里观场演出。她要做个闲看长安十丈红尘，笑对大唐万里明月的，路人甲。  然而永徽四年春，当武周夺唐的千古大戏终于悄然拉开帷幕，她却泪流满面的发现，原来，她不是围观群众，她是，演员。  －－－－－－－－－－－－－－－－－－－－－－－－－－  本文将为诸位看官展现一个尽可能真实的大唐，欢迎围观OR围殴。  本人已有完结作品，坑品绝佳，更新稳定，请放心跳坑。  有QQ群95872923，暗号为书中任一人物名字（原群号已满，请已加的同学有空搬家）。","female","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:41:01 UTC"
"371DNNCG44HDPJLRXC3DB7DAS7T8TV","天择","上天选择我来这走一世，我便要只争朝夕！  在这个百家争鸣的乱世，在这个也是百家争霸的乱世！！  命格破军，便要领千军万众，横刀立马......  命格紫微，便要泽被苍生，主大地浮沉......  命格辅弼，便要治理天下，万人之上，一人之下！  而我命格妖星，便要混淆天机，乱九州，寇天下！  圣人不死，大盗不止！！！！  我是谁，  谁是我？？  有一头宁可战死也不肯回头的兽，死战后风化在大荒的茫茫原野上，  如今，我归来了，带着我的嚣张，还有我的......倔强！","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:03:38 UTC"
"3U74KRR67M0YSQ8V3ESWT435H2RNTX","重生小夫妻","老天爷：家庭的不幸是对你的磨砺  女主：好吧，这个没的选  老天爷：重生是对你的考验  男主：好吧，这个没的选，也不错  老天爷：小三是对你们爱情的......  女主（男主）：不行！这个不能选！  看女主和男主重生回十岁，为了家庭为了幸福  为了爱情携手拼搏，披荆斩棘，降妖除魔  每天暂定一更，上午十点到十一点左右  各位看过的亲们要留下票票呦，别忘了推荐收藏  夜雨在这里拜谢啦。","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:11:34 UTC"
"36KM3FWE3RR89WJHP5NXDWFAKCQ07O","黑暗王者","灾难爆发，世界末日。  幸存者被铜墙铁壁牢牢包围，在壁内建立新的秩序……  权欲，信仰，黑暗互相渗透，层层烙印在人心的各个角落。  病毒肆虐，人的本来面目何在？  “我不想生存，我想活着。”——杜迪安  ……  著有《末世之恐怖风暴》《黑暗文明》《重启末世》三部末世小说，两本万订精品，品质保证！","male","A8TIL9U6YHG5","女性读者","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:48:12 UTC"
"3S37Y8CWI8F4YZ2JGEIBHF44UFEW41","庶女攻略","鸟啼远山开，林霏独徘徊。  清雾闻折柳，登楼望君来。  锦缎珠翠之间，她只是一个地位卑微的庶女……  ******************  总而言之，就是一部庶女奋斗史！  ******************  谢谢影提供的群  谢谢小色鱼绘制的封面  ******************  每晚十九时左右更新。","female","A2NJTYYY37DNO","女性读者","A2R2YZTSME1K3F","男性读者","No","no_agreement","2018-02-04 21:47:44 UTC"
"3SD15I2WD29LMO49PI0O9GDLSDQ63Q","重生之大涅磐","苏灿回到了自己十六岁那年的夏天。最关键的问题并不是在于苏灿如何去适应这全新的开始。而是明天过后。中考，就将没有选择的迎面而至！跨过了时空的界限，站在时光的这头，面对那曾经让他泪流满面的过去，苏灿要如何一步一步重拾遗憾，在这年代下面，如鹰似隼，划出灿烂的弧度？","male","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","女性读者","Yes","女性读者","2018-02-04 21:04:46 UTC"
"3X55NP42EOVTWUME4EZXFG42NIG3PT","千蛊江山","重生成公主了，很好！重生成美女公主，非常好！可为什么这个公主居然会婆婆不疼，丈夫不爱，小妾都可以骑到她的头上拉屎……她到底干了什么？居然能在短短三年内从一个皇朝的传奇公主沦落至此！  不行！接手的是身体，不接手的是命运！八卦小记骆晓飞决定，要彻底转变这个局面，她的命运她做主！  慢着……怎么这个白痴到奇葩的公主，其实好像并不是“别人”？  本文已完结，新书《大唐明月》为考据流YY唐穿，欢迎有意参加大唐七日游者捧场。","female","A2NJTYYY37DNO","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:04:58 UTC"
"3HJ1EVZS2OYE872TH63MKB4HO043RL","篡唐","生于乱世之中，身世扑朔迷离。  我本无心向富贵，奈何富贵逼人来……且看一个现代人的隋唐故事！  有恩怨情仇，有金戈铁马，还有那数不尽的风流……  庚新10年新作《篡唐》隆重登场，希望大家能够喜欢。","male","A3GLMBZSG3VU4P","男、女读者都可以","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:48:07 UTC"
"3NQUW096N6NPKBWWTV70PCY4I0OL9T","重生影后小军嫂","重生影后小军嫂，开挂虐渣技术好。  养个忠犬好老公，牵手天荒到地老。  重生影后变萌娃，演技模样顶呱呱。  扮猪吃虎无敌手，开挂打脸巧虐渣。  作为影后，林菀菀的一生算是成功的，只是却摆脱不了童年因父母离异而留下的阴影。  等着她重回了那个淳朴年代后，才知道原来那群狼，不过是披着淳朴的羊皮。  我回来了。  你们，准备好了吗？","female","AKSJ3C5O3V9RB","女性读者","A2NJTYYY37DNO","男、女读者都可以","No","no_agreement","2018-02-04 21:53:09 UTC"
"3AA88CN98PIT16MMG7NF9TEG294YKS","牧神记","大墟的祖训说，天黑，别出门。  大墟残老村的老弱病残们从江边捡到了一个婴儿，取名秦牧，含辛茹苦将他养大。这一天夜幕降临，黑暗笼罩大墟，秦牧走出了家门……  做个春风中荡漾的反派吧！  瞎子对他说。  秦牧的反派之路，正在崛起！","male","A2R2YZTSME1K3F","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:36:49 UTC"
"31ANT7FQN8H4XSBUZKFLL40VFNX5HG","超品相师","相师分九品，一品一重天  风水有境界，明理，养气，修身，问道。  二十一世纪的一位普通青年偶获诸葛亮生前的玄学传承，没有大志向的秦宇，只想守着老婆孩子热炕头，却机缘巧合一步步走上相师之巅，成就超品之尊，相地，相人，相红颜  六爻算尽天下事，八字测遍世间人！  关注九灯微信：jiudengheshan或者公众号搜寻：九灯和善","male","A2NJTYYY37DNO","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:12:49 UTC"
"3RBI0I35XEIN58EFV1VGS7XERNJ3YN","嫡女重生","她是被人欺压了一辈子的嫡女，顺从和温和换来的不过是一场笑话。她为此付出生命的代价。  天意安排，她回到五岁那年。这一次，她决心不再软弱！  且看她一步步替自己谋出光华万丈的幸福人生！  要替自己争家中地位，要争个好好郎君，要争个美满家庭！","female","A2R2YZTSME1K3F","女性读者","A8TIL9U6YHG5","男、女读者都可以","No","no_agreement","2018-02-04 21:48:08 UTC"
"3DTJ4WT8BDUQKW4HG7EVP5ADO6CZE0","光之子","一个懒惰的少年，因性格原因选学了无人问津的光系魔法，却无意中踏近了命运的巨轮，一步一步的成为了传说中的大魔导师。正是在他的努力下结束了东西大陆的分界，让整个大陆不再有种族之分，成为了后世各族共尊的光之子。","male","A3GLMBZSG3VU4P","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:12:03 UTC"
"3IZPORCT1FOT2F9SWRSOO55R75LRHF","星际盗墓","【起点第一编辑组签约作品】  七千年的墓穴到底隐藏着什么样的神秘？银河超级大国何以惊天巨变，谁是幕后黑手，武修者的极限到底是怎样的强大？一位风土星小矿工易水寒在地心邂逅了木先生，被收为弟子，从此踏上了探索千古连环墓穴道路，与那位历史上显赫一时的轩辕大公进行着一场又一场隔断时空较量，斗智斗勇，拼搏出不菲身家，然而星辉王朝木家岌岌可危，银河六大超级组织露出冰山一角，摩根族再度侵略，我们的小“盗墓贼”是否可以力挽狂澜？是否可以找出最后的大公墓穴？请看他如何睥睨天下，成就无上传奇！","male","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:47:34 UTC"
"3SBNLSTU6UKLSQQHKC3BJNSSOUBZD7","仙姿物语","万千大道，只求长生！  只是燃青灯，炼法宝，奈何修仙也无聊，万丈红尘，看那风花雪月，何曾寂寥？","female","A3GLMBZSG3VU4P","女性读者","A8TIL9U6YHG5","男性读者","No","no_agreement","2018-02-04 21:23:47 UTC"
"31GECDVA9J1KJ7RR8KYMGJP524S66W","最强黑客","一个超级黑客，重头再来，变成一个小黑客。曾经黑客界排行榜上的NO.1，重生成为大一新生。一个小黑客自由驰骋网络，成为真正网络之神。","male","A3GLMBZSG3VU4P","男性读者","A8TIL9U6YHG5","男性读者","Yes","男性读者","2018-02-04 21:00:42 UTC"
"3XEDXEGFX33W4BQ18ZC6H1KWQWQ0KU","锦绣芳华","含冤而死重生于妹之身  从此，她不再是那个任性骄傲的林家嫡长女林可  她是林府最小的嫡女林熙。  把真相埋葬于胸，隐忍等待着可翻云覆雨的那天  再活一次，就该步步生莲，锦绣芳华。  %%%%%%  琴儿第八本书，宅斗种田文，欢迎跳坑支持！谢谢！","female","A8TIL9U6YHG5","女性读者","A3GLMBZSG3VU4P","男、女读者都可以","No","no_agreement","2018-02-04 21:40:47 UTC"
